,ST-HSC,MPP,CLP,CMP,GMP,MEP,proB,B cells,DNT,DPT,CD4+T,CD8+T
0,204.57787764740485,0.004066427055046615,397.7902016381682,508.73438366719057,163.10996746894435,58.37618436106019,222.41587000298935,63.27693676848851,158.16849070854536,0.09965092010693787,23.741081069004995,6.2677243886592615
1,253.05157085502003,1.8277763277900803,359.54955320621804,390.77559963977126,295.480976799794,209.28518869971157,138.0077275585433,64.62989332809157,116.4507597498301,25.308141131783078,0.14458215421729734,0.006548466994329902
2,201.4722041428196,35.9776352648447,233.57582265672636,380.69859001764917,198.5712327705807,209.40886896989878,179.37325855463934,86.42693113561612,196.83703515221018,1.7562795950228605,0.38985967647065567,1.6320445498396807
3,171.78051128809517,48.61741189266341,260.1271048473096,404.84939836278045,188.29709825223603,148.36457405027966,243.75102513696655,82.32821080520475,141.2352532204674,0.5708778503758104,49.21822011819509,59.50512776444382
4,192.45551895910467,50.41598664873147,232.21851918659226,514.0332006326473,106.98663839117889,0.8054180169346807,165.28907273368182,114.10691013050919,150.87087525142022,0.01770423166422493,29.412499692442665,34.96022772763262
5,202.70205437305765,33.436011366575585,408.1994121615351,453.86074911012594,110.71570654399567,78.6193052547287,158.86176949443026,53.764782370689154,101.83362461237594,0.03669259039943936,132.56531327182563,43.85665139018725
6,216.04924712957248,15.019572222816771,518.2165840199648,674.1842216895988,44.533012008101586,91.53636893280145,127.4597498563663,41.294897109363916,57.67407693446215,0.3160398785239243,0.04820735104188015,32.836102668367566
7,157.0222433796822,116.90422432695557,287.6105627928798,290.36455909568986,201.0388315537358,105.13559441030971,174.46620808550747,14.096316408338167,88.94226833670538,0.05792344421427148,0.613667416914376,57.062303495530074
8,168.62561002407952,90.23658223834349,280.2697928343663,397.5504294099016,83.7591140544429,117.0929315264212,165.715894328945,20.54694161346301,88.1368503530947,0.09431815881749325,29.929195221361333,0.0007103343815960589
9,200.31132549602606,0.054996736231969504,339.633519899472,670.4095053598276,93.69044592103006,51.53742907919174,349.75925083011106,34.33659443850975,139.77402953575972,25.173776440899502,37.10170333446666,1.311119390801085
10,207.8359404711057,22.846660617952644,431.80421032146194,610.1637900271468,147.88563583024083,21.546646611361023,97.39888058363812,79.47120053689437,88.5299847404929,1.5889700989267703,32.276249627855556,68.91503905372709
11,190.9465948013093,26.831268328680896,475.38478081827293,649.9951032996701,137.60277050396542,55.37944949188209,113.19451627728861,20.718512593084434,18.990027920361083,44.157437850061385,30.40217208314995,77.61195203784392
12,148.02225819929504,108.02656837885142,171.6338481487509,185.07281157274866,151.05195412156488,136.7361752299073,148.29898194952793,114.05497913822315,122.49774336740406,71.88329656790657,0.9007111465019608,37.85819402544184
13,220.4562473649458,22.48497757270719,521.6461276085884,684.5083062442912,50.78256538389062,1.0358203463684907,77.87799594943571,96.79255932877915,43.25587786025607,0.10030877278710575,13.546828125445833,50.292519406506116
14,249.8243366207516,27.32027361838195,295.1578609968162,407.64682943680185,101.7042342677391,85.30996817896792,218.72215705575235,29.86791348955038,86.22782987671472,0.5547427572600799,80.66215529941115,15.687318138135627
15,174.06650715060252,10.147151814487849,745.3371359792652,784.1739812012352,80.37756356296505,4.7706936703893925,42.89891888006266,52.16785360993404,10.161688235946881,16.76576194190183,52.47816922855586,18.842305426992255
16,219.4539713535975,39.05793940360449,330.43504378286866,354.2197450595044,178.8573827428096,88.7294840140952,176.26226783613222,1.135986548287666,106.803972984604,1.0365059141860207,13.776773507443862,2.3364585754949014
17,213.5988447512193,81.21715802091116,216.37783825410057,221.23784086947148,181.69175494172433,150.17290269627767,114.61702318813886,139.58227260925068,91.62755636761216,0.6676133014906735,29.724774003360185,3.8702168915859017
18,209.94709998901206,10.98016249474097,656.0656582368101,798.9409711255291,63.30621573854517,0.005317533800760123,29.074781642118648,77.5497684428568,47.579401967285335,0.9806394600644229,0.003343327747001964,68.56213070444234
19,239.11958170640764,16.516988561301055,470.3144070988166,699.469705926928,50.49072794190471,0.3923175373249615,50.258660460798346,70.37596609562681,86.87707558227184,14.16205207390031,1.0550641371403098,91.45852464930358
20,224.5246062465145,7.10281183250142,418.34905828116933,633.8064353535842,137.94619724358085,103.92288864361075,233.61516461757103,0.0002708363756923891,117.13837828042041,5.788561166403373,79.11790858642503,96.17515081417831
21,208.99097732805018,19.622035997965217,581.4878103013531,730.9902491107383,2.9974369780349672,16.421952483475845,100.78954363703276,40.228475702822315,39.8399095804562,0.6955575363968707,1.93551332913268,4.588449397928953
22,214.21502784193228,2.0636486407121293,527.7199023467753,630.3258921082859,119.71016313066228,55.16235632025195,102.85881747481992,122.61361888508488,45.4093656248738,0.00736831628026797,71.13486131741848,27.830862707113006
23,190.07297511911966,67.01767408096475,232.57023002895127,265.98558706778175,142.66900150034985,163.47363993895743,132.7182964646552,125.0269301658315,133.29671496563964,0.6310946162636287,68.54398196409413,41.44848197109781
24,193.40313818627905,41.17739537572401,535.8650166039175,487.9823300535943,45.45803182684288,90.1701039894668,67.0557328185918,117.63671351722788,35.93325656092265,0.32598224792865144,8.68499294526798,6.726741527374279
25,190.55787242330405,18.8790946814313,634.3570266584655,582.1053328700335,80.81940646333365,27.12292796758701,40.33224163495686,61.382371945582115,41.69712750271666,4.603485010960576,1.6963069325778297,37.10777265739321
26,176.82040474879372,70.42318417945054,303.5444171269872,293.83424539076515,211.55365895533146,185.1140434684939,192.54265450821572,72.1523573180762,97.49447759763139,1.5117450449690677,29.37384456742371,50.90603504075123
27,159.00447581559416,57.75362447578244,384.446497626244,467.74667270556364,100.6097763168977,14.270087241327737,230.36292761001545,86.48152312232108,136.9033252163323,1.6087366816795445,0.5252603014029812,52.98190906411215
28,279.3569360129591,0.0019179200749600597,382.63224731576787,675.5153464398763,50.22256953344989,23.09525939289031,238.89671084817306,7.8264683264797625,105.12672616434293,0.052989535845929546,0.4413353159937439,9.551550473555174
29,153.03810539139468,102.0135008959305,160.55261405908288,175.93994933421783,140.74816060041064,150.9442108553252,132.20058058141902,103.47321985350725,125.62909358188979,60.5898942828178,0.3401524847905602,17.10384753572726
30,149.60358468771813,105.40182662584981,176.08682699088462,191.97501823695507,159.65316080007625,132.17435835146205,144.57411344235814,133.6365419961787,125.83602864027687,72.92061589512646,0.6873945443008108,1.1827469033503115
31,206.1107985678314,39.9793826684992,242.88233460103646,557.817536355854,7.928853344803737,73.06856551428766,210.08917749963436,64.79245485288301,127.53188980462667,1.3395500684482058,33.00142971912071,16.233049393668747
32,193.51852428920816,19.758501456102138,497.53562276412055,796.2103510798026,42.78737909180596,8.35718808445446e-05,159.1007921209632,13.554907657961753,49.03372215234636,18.86756954393014,1.6729985454132812,0.010335396243551708
33,157.84585409471003,11.41245820975169,799.7210148115328,929.6494616816495,18.577929340024472,0.045036895489208306,75.10155833325746,42.268544320137764,12.011166234146673,0.06459184081093015,44.12213198018749,46.670202723224335
34,180.17184430705714,59.477332097823435,265.2317212827484,323.7639234283876,187.44913957376116,179.2686436391607,190.35746574057188,65.02591319788107,160.8285682328807,0.5704112519459479,10.468121809404684,20.423949385621103
35,226.62910442666163,25.049916066965977,417.7701474892281,556.8587994604279,114.97287132636576,115.73763222343608,146.73209381934157,50.02077671344205,69.48482740686737,0.5315174773403569,27.401033499437094,59.44707363988505
36,153.9221882127205,91.48024362441771,186.63444042595134,230.34053090591988,154.50464534051565,180.14730332609778,164.22242835246212,135.7342512979797,155.4107664963943,36.98624232627468,0.6253479356900913,0.6717272989138523
37,219.7219266827776,30.844557886923813,227.82977000439735,379.9047704021239,217.29666529867993,83.49089209152336,268.7880203242754,0.01595451424487832,130.43241152159254,41.87706260344738,1.299786216100231,0.03846029783136122
38,200.40638296565407,20.31131061026862,484.80144317260164,555.8034835028536,41.46978943089387,42.87938267374395,121.84089383805419,39.02084793251556,87.1110452544878,0.0006761209260083602,1.3313005086309708,28.581876669398206
39,155.41253207836758,115.70293065452425,178.18288974208303,355.5551439567345,92.54514378322685,3.778714653348563,242.36948738867153,21.020768808185277,142.30420568422255,32.229251463420866,0.6657508000958124,9.208418427254045
40,197.33524536533625,52.88197266935881,259.33651472627486,284.51571118413165,180.0734268409117,168.63085890508245,143.4960357997607,107.44139169532838,163.9096674212608,2.398933299194519,0.4939008409888172,15.12941467010541
41,184.35382069970734,41.74518667744037,471.8995514672525,722.8301645333398,35.53472227491165,8.89158936853712,105.03704710795039,82.59315503058109,73.34682233215473,0.8830058277736337,27.286245859019036,16.137153878557136
42,193.33093705886188,47.9331153631058,272.7648752424589,296.58113888932513,133.47235824079823,157.98693751365184,190.18432239976946,98.69182111847493,116.69971877932991,1.2828057073700772,9.151425588535378,109.91195086661594
43,151.70295520981315,95.54368257645393,177.5941298290665,202.8728670201513,169.07038971406354,156.42593495787042,164.34935004481625,132.29782088815733,130.57080691809247,35.767855343590156,1.0899617388789435,1.5897590213128687
44,141.82530205017179,94.9905849380602,263.34193121361415,467.5029764644176,108.6866928812522,85.2305183170429,239.98298582408032,0.07407726544843402,104.81251227782906,0.24843037127609613,24.47017632106228,22.422158931827845
45,162.36543748674163,23.940958027237656,498.3106522230734,615.582599324974,113.45212110580053,4.517957510665279,173.91300098867504,0.025232031104089604,105.90762298946139,1.6988428671008977,32.71461548953404,0.392535750298956
