,ST-HSC,MPP,CLP,CMP,GMP,MEP,proB,B cells,DNT,DPT,CD4+T,CD8+T
0,192.7244745184773,63.741160872657424,255.699962403,283.6375699656017,168.84527749747474,145.04050463678757,160.88220070021336,86.15020844336179,145.11135267222505,0.6184131127450176,8.491812295158931,21.448738534474746
